Date,Region,Terrain,Infrastructure_Type,Project_Category,Voltage_Level_kV,Weather_Condition,Route_Length_km,ACSR_Conductor_m,Towers_Steel_Count,Insulators_Count,Power_Transformers_Count,Circuit_Breakers_Count,Concrete_m3
2023-05-17,West,Coastal,Transmission_Line,System_Upgrade,66,Clear,31.38068939913825,122011.0,90.0,988.0,0.0,0.0,3330.47
2023-05-17,North,Rural,Transmission_Line,Maintenance,400,Storm,75.26876979021529,27410.0,2.0,1674.0,0.0,0.0,1998.88
2023-05-17,North,Rural,Transmission_Line,New_Installation,220,Storm,28.316390048768568,144984.0,92.0,1969.0,0.0,0.0,7788.19
2023-05-17,Central,Mountainous,Transmission_Line,Maintenance,132,Heatwave,87.66409971467189,19497.0,2.0,887.0,0.0,0.0,661.26
2023-05-18,East,Rural,Substation,System_Upgrade,132,Clear,1.337354925408414,3823.0,12.0,711.0,3.0,8.0,446.84
2023-05-18,South,Urban,Substation,New_Installation,66,Rainy,1.321120539057791,1796.0,16.0,1015.0,2.0,9.0,345.31
2023-05-18,East,Urban,Substation,Maintenance,400,Snow,0.28499774980964787,195.0,20.0,714.0,0.0,1.0,16.11
2023-05-18,Central,Urban,Transmission_Line,Maintenance,220,Storm,44.84954580107415,12365.0,1.0,551.0,0.0,0.0,763.62
2023-05-18,South,Mountainous,Transmission_Line,New_Installation,400,Heatwave,54.86630821721193,403315.0,152.0,7466.0,0.0,0.0,27255.12
2023-05-18,East,Urban,Transmission_Line,System_Upgrade,400,Heatwave,32.93344739905545,233394.0,102.0,3513.0,0.0,0.0,16556.61
2023-05-18,South,Mountainous,Transmission_Line,Maintenance,66,Snow,88.69258812417924,17177.0,2.0,547.0,0.0,0.0,354.88
2023-05-18,North,Mountainous,Transmission_Line,Maintenance,400,Snow,84.57864444356606,28137.0,2.0,1777.0,0.0,0.0,2748.53
2023-05-18,East,Urban,Substation,System_Upgrade,220,Clear,1.037879733450807,1483.0,19.0,838.0,1.0,9.0,834.19
2023-05-19,South,Rural,Substation,Maintenance,33,Storm,0.7460592850238182,356.0,18.0,921.0,0.0,0.0,10.37
2023-05-19,South,Coastal,Transmission_Line,System_Upgrade,33,Storm,81.14651584053622,276597.0,244.0,1648.0,0.0,0.0,3968.7
2023-05-19,South,Mountainous,Substation,Maintenance,220,Snow,0.47409375032835366,80.0,6.0,735.0,0.0,1.0,17.79
2023-05-19,East,Urban,Transmission_Line,Emergency_Repair,66,Rainy,11.794049933895113,4310.0,2.0,28.0,0.0,0.0,102.94
2023-05-19,West,Mountainous,Transmission_Line,System_Upgrade,132,Storm,9.342496176835034,43232.0,29.0,359.0,0.0,0.0,1583.89
2023-05-20,East,Rural,Transmission_Line,New_Installation,66,Heatwave,8.674909785310021,30354.0,28.0,258.0,0.0,0.0,800.51
2023-05-21,Central,Rural,Transmission_Line,Emergency_Repair,220,Snow,51.44442236466695,28781.0,0.0,261.0,0.0,0.0,1250.94
2023-05-21,East,Urban,Transmission_Line,Maintenance,400,Storm,29.25479542943922,9121.0,0.0,703.0,0.0,0.0,951.39
2023-05-21,South,Mountainous,Substation,New_Installation,33,Clear,1.4117127305877002,2164.0,9.0,438.0,1.0,5.0,538.87
2023-05-22,North,Coastal,Transmission_Line,Maintenance,400,Snow,67.119699533848,22149.0,2.0,1286.0,0.0,0.0,1719.24
2023-05-22,East,Coastal,Transmission_Line,New_Installation,66,Heatwave,56.49190067868236,205729.0,173.0,1701.0,0.0,0.0,5547.28
2023-05-23,East,Mountainous,Substation,Emergency_Repair,220,Clear,0.7704022347131295,3506.0,11.0,315.0,0.0,5.0,402.0
2023-05-23,South,Mountainous,Substation,Maintenance,33,Snow,1.7158668654728875,453.0,11.0,136.0,0.0,0.0,47.07
2023-05-23,North,Mountainous,Transmission_Line,System_Upgrade,220,Snow,72.42176156350509,383997.0,232.0,4810.0,0.0,0.0,18377.09
2023-05-24,North,Urban,Substation,New_Installation,33,Storm,0.6158996356601512,3372.0,11.0,347.0,3.0,7.0,356.73
2023-05-24,Central,Rural,Substation,Maintenance,33,Clear,1.053208458395669,312.0,12.0,352.0,0.0,1.0,77.39
2023-05-24,East,Coastal,Transmission_Line,Maintenance,33,Snow,19.84576483830501,3704.0,0.0,64.0,0.0,0.0,37.0
2023-05-24,North,Urban,Transmission_Line,Maintenance,66,Heatwave,36.23374765468118,6896.0,0.0,218.0,0.0,0.0,146.3
2023-05-25,North,Mountainous,Substation,Emergency_Repair,220,Clear,1.994566347440714,1683.0,7.0,634.0,0.0,2.0,320.67
2023-05-25,West,Mountainous,Substation,Emergency_Repair,132,Storm,0.5253040185076723,4518.0,17.0,681.0,0.0,9.0,707.4
2023-05-25,West,Rural,Transmission_Line,System_Upgrade,132,Rainy,71.33872379322315,282859.0,201.0,3775.0,0.0,0.0,14609.27
2023-05-26,North,Mountainous,Substation,System_Upgrade,132,Snow,0.5529954269763537,2235.0,12.0,226.0,2.0,5.0,601.58
2023-05-26,Central,Urban,Transmission_Line,New_Installation,220,Rainy,94.12278120555209,518136.0,272.0,5351.0,0.0,0.0,30877.87
2023-05-26,North,Urban,Transmission_Line,Maintenance,400,Snow,34.46262027408491,11989.0,0.0,703.0,0.0,0.0,808.81
2023-05-27,South,Rural,Substation,Maintenance,220,Storm,0.7587092418287475,292.0,8.0,231.0,0.0,1.0,63.74
2023-05-27,East,Urban,Substation,Maintenance,33,Storm,1.2283335688257557,183.0,14.0,241.0,0.0,0.0,56.69
2023-05-28,Central,Coastal,Substation,New_Installation,400,Storm,1.2174123651183761,3081.0,5.0,653.0,1.0,6.0,306.26
2023-05-28,South,Urban,Substation,Maintenance,33,Storm,1.2002451406146417,419.0,10.0,815.0,0.0,0.0,33.29
2023-05-28,Central,Urban,Substation,Maintenance,33,Clear,1.1891838699718573,169.0,7.0,295.0,0.0,0.0,17.83
2023-05-28,South,Urban,Transmission_Line,Maintenance,220,Clear,34.65775490341983,9800.0,1.0,503.0,0.0,0.0,446.51
2023-05-28,East,Coastal,Substation,System_Upgrade,132,Snow,0.9253794243432293,1212.0,11.0,356.0,2.0,9.0,765.24
2023-05-29,East,Mountainous,Transmission_Line,Maintenance,400,Clear,61.376177098392816,20020.0,1.0,1432.0,0.0,0.0,1922.64
2023-05-29,West,Urban,Transmission_Line,New_Installation,66,Snow,68.770661748376,275889.0,209.0,1694.0,0.0,0.0,6977.73
2023-05-29,South,Rural,Substation,New_Installation,132,Clear,0.5809451256948301,4153.0,13.0,897.0,1.0,7.0,869.73
2023-05-29,West,Coastal,Substation,System_Upgrade,66,Clear,1.4328026172355877,3771.0,11.0,517.0,1.0,8.0,539.22
2023-05-30,South,Rural,Substation,System_Upgrade,220,Clear,1.8542248752140098,2112.0,11.0,186.0,3.0,9.0,852.57
2023-05-30,West,Urban,Substation,Maintenance,400,Heatwave,1.5400626363531984,172.0,7.0,744.0,0.0,1.0,71.79
2023-05-30,East,Rural,Transmission_Line,Maintenance,220,Storm,13.002116268158563,3633.0,0.0,182.0,0.0,0.0,203.67
2023-05-30,Central,Urban,Substation,System_Upgrade,66,Heatwave,0.9913398181710399,3152.0,20.0,565.0,2.0,2.0,575.92
2023-05-30,West,Coastal,Transmission_Line,Maintenance,33,Clear,46.350064376212075,7158.0,1.0,140.0,0.0,0.0,96.84
2023-05-30,South,Rural,Transmission_Line,System_Upgrade,220,Clear,36.96781464173504,191513.0,114.0,2751.0,0.0,0.0,10234.3
2023-05-30,South,Rural,Transmission_Line,Emergency_Repair,400,Heatwave,51.67541329078531,34050.0,0.0,592.0,0.0,0.0,3131.71
2023-05-30,East,Urban,Transmission_Line,Maintenance,220,Snow,46.76520847298848,13015.0,1.0,527.0,0.0,0.0,682.57
2023-05-31,South,Urban,Transmission_Line,Maintenance,132,Storm,5.586195330899239,1103.0,0.0,55.0,0.0,0.0,47.17
2023-05-31,North,Mountainous,Substation,New_Installation,220,Snow,0.5494550283749328,2636.0,12.0,686.0,3.0,6.0,866.31
2023-05-31,Central,Urban,Substation,Maintenance,66,Storm,0.5061860760364598,76.0,8.0,688.0,0.0,0.0,45.21
2023-05-31,West,Urban,Transmission_Line,Emergency_Repair,220,Rainy,38.17965641806596,19929.0,1.0,199.0,0.0,0.0,1054.89
2023-05-31,Central,Mountainous,Substation,System_Upgrade,400,Storm,0.43146780927617956,758.0,12.0,255.0,1.0,9.0,176.89
2023-06-01,East,Urban,Transmission_Line,Emergency_Repair,220,Snow,11.441137152593637,6144.0,0.0,67.0,0.0,0.0,282.56
2023-06-01,West,Urban,Transmission_Line,Maintenance,220,Storm,23.678221228326215,5709.0,0.0,348.0,0.0,0.0,308.13
2023-06-01,West,Mountainous,Transmission_Line,New_Installation,400,Rainy,86.14774470984918,598969.0,234.0,9236.0,0.0,0.0,46027.1
2023-06-01,North,Coastal,Transmission_Line,New_Installation,220,Rainy,80.71873738213027,436721.0,220.0,5657.0,0.0,0.0,21335.39
2023-06-01,East,Coastal,Transmission_Line,Maintenance,400,Clear,46.999138755445756,16951.0,1.0,1029.0,0.0,0.0,1396.52
2023-06-01,South,Urban,Transmission_Line,Maintenance,66,Rainy,88.39242822798253,15573.0,2.0,393.0,0.0,0.0,380.75
2023-06-01,North,Urban,Transmission_Line,Maintenance,400,Heatwave,27.10323372147447,8545.0,0.0,509.0,0.0,0.0,637.2
2023-06-01,North,Mountainous,Transmission_Line,New_Installation,66,Snow,60.49986841392701,244521.0,192.0,1461.0,0.0,0.0,5920.43
2023-06-02,Central,Mountainous,Transmission_Line,System_Upgrade,66,Heatwave,18.57786317690904,71438.0,52.0,475.0,0.0,0.0,1948.7
2023-06-02,Central,Coastal,Transmission_Line,Maintenance,400,Heatwave,84.17306550719202,30239.0,2.0,2019.0,0.0,0.0,2447.64
2023-06-02,Central,Rural,Transmission_Line,System_Upgrade,220,Snow,17.40524796172599,90084.0,54.0,1198.0,0.0,0.0,4242.18
2023-06-02,North,Urban,Transmission_Line,Maintenance,132,Heatwave,8.026715102952103,1787.0,0.0,59.0,0.0,0.0,69.65
2023-06-03,South,Rural,Transmission_Line,New_Installation,400,Heatwave,30.97720185647855,229371.0,101.0,4033.0,0.0,0.0,14541.07
2023-06-03,West,Rural,Transmission_Line,Emergency_Repair,220,Heatwave,90.58883348796722,44336.0,2.0,580.0,0.0,0.0,2903.55
2023-06-03,Central,Mountainous,Substation,Emergency_Repair,66,Rainy,0.34596845566024215,4663.0,5.0,176.0,0.0,3.0,768.45
2023-06-04,South,Urban,Transmission_Line,Maintenance,33,Snow,36.41367552607626,6086.0,1.0,113.0,0.0,0.0,71.86
2023-06-04,East,Urban,Substation,Maintenance,132,Snow,0.701188486723166,369.0,9.0,1030.0,0.0,0.0,59.77
2023-06-04,Central,Mountainous,Transmission_Line,New_Installation,220,Snow,81.15639603920465,451736.0,221.0,5799.0,0.0,0.0,20588.35
2023-06-04,West,Rural,Transmission_Line,Maintenance,132,Heatwave,45.044912979102335,10146.0,1.0,449.0,0.0,0.0,325.72
2023-06-05,East,Mountainous,Transmission_Line,System_Upgrade,33,Rainy,63.09886971339492,210100.0,171.0,1341.0,0.0,0.0,2289.01
2023-06-05,East,Coastal,Substation,New_Installation,33,Snow,0.8683277110824633,1235.0,18.0,151.0,2.0,8.0,620.31
2023-06-06,West,Urban,Transmission_Line,Maintenance,33,Storm,57.38841643800255,10241.0,1.0,194.0,0.0,0.0,110.11
2023-06-06,Central,Coastal,Transmission_Line,System_Upgrade,400,Snow,10.931868781656014,77178.0,34.0,1120.0,0.0,0.0,5950.59
2023-06-06,North,Mountainous,Substation,Maintenance,132,Clear,0.8106559324662562,225.0,5.0,506.0,0.0,1.0,26.28
2023-06-06,West,Urban,Substation,Maintenance,400,Storm,1.7247010917059122,323.0,12.0,327.0,0.0,1.0,56.02
2023-06-07,West,Coastal,Transmission_Line,Maintenance,33,Snow,70.65141850231296,11695.0,2.0,232.0,0.0,0.0,174.46
2023-06-07,West,Coastal,Transmission_Line,Maintenance,220,Heatwave,98.2737591939289,25906.0,3.0,1478.0,0.0,0.0,1715.03
2023-06-08,East,Rural,Substation,Maintenance,33,Snow,1.597047121014672,319.0,13.0,912.0,0.0,0.0,12.79
2023-06-08,South,Urban,Transmission_Line,Maintenance,400,Rainy,47.893422914718535,16975.0,1.0,1107.0,0.0,0.0,1168.91
2023-06-08,North,Coastal,Transmission_Line,New_Installation,33,Rainy,69.24664348145657,214841.0,197.0,1357.0,0.0,0.0,3179.9
2023-06-08,Central,Coastal,Transmission_Line,Emergency_Repair,33,Snow,78.71179919038747,28472.0,0.0,154.0,0.0,0.0,298.69
2023-06-09,Central,Rural,Transmission_Line,Emergency_Repair,400,Heatwave,30.619947692527408,21238.0,0.0,376.0,0.0,0.0,1798.0
2023-06-09,South,Coastal,Transmission_Line,Maintenance,400,Heatwave,10.701699608480506,3668.0,0.0,289.0,0.0,0.0,314.95
2023-06-09,West,Coastal,Transmission_Line,Maintenance,220,Heatwave,43.55549045986209,12165.0,1.0,477.0,0.0,0.0,587.03
2023-06-09,North,Coastal,Transmission_Line,Maintenance,400,Snow,18.74395039973895,6010.0,0.0,434.0,0.0,0.0,461.29
2023-06-09,Central,Rural,Substation,New_Installation,220,Snow,0.6267581275487535,2574.0,12.0,133.0,3.0,2.0,164.22
2023-06-09,Central,Coastal,Substation,System_Upgrade,66,Clear,1.8990064414008532,1130.0,4.0,355.0,2.0,6.0,691.95
2023-06-10,West,Coastal,Transmission_Line,Maintenance,66,Rainy,85.47284635613926,15909.0,2.0,531.0,0.0,0.0,422.32
2023-06-10,South,Urban,Transmission_Line,Maintenance,400,Storm,61.28406428392773,21191.0,1.0,1421.0,0.0,0.0,1801.57
2023-06-10,North,Urban,Transmission_Line,New_Installation,33,Storm,43.11938712057537,149831.0,129.0,753.0,0.0,0.0,2136.36
2023-06-10,South,Rural,Transmission_Line,New_Installation,132,Rainy,30.111384219745894,139628.0,94.0,1592.0,0.0,0.0,6026.82
2023-06-10,South,Mountainous,Transmission_Line,Maintenance,33,Clear,59.28853657327333,10008.0,1.0,213.0,0.0,0.0,135.87
2023-06-11,North,Urban,Transmission_Line,System_Upgrade,400,Rainy,55.65022371892479,411827.0,160.0,5242.0,0.0,0.0,32730.18
2023-06-11,North,Rural,Substation,System_Upgrade,220,Clear,1.5834835359249126,1310.0,10.0,536.0,1.0,9.0,607.65
2023-06-11,Central,Coastal,Transmission_Line,System_Upgrade,33,Clear,93.16191793258544,323906.0,255.0,1439.0,0.0,0.0,4403.54
2023-06-11,Central,Coastal,Substation,System_Upgrade,66,Heatwave,0.724980872527036,504.0,5.0,682.0,2.0,8.0,186.2
2023-06-12,North,Rural,Transmission_Line,System_Upgrade,400,Rainy,24.598225521895444,158056.0,75.0,2428.0,0.0,0.0,12894.96
2023-06-12,East,Coastal,Substation,Maintenance,33,Storm,0.8653192702968396,484.0,15.0,397.0,0.0,1.0,24.46
2023-06-12,Central,Coastal,Transmission_Line,Maintenance,33,Snow,46.56642372925439,7170.0,1.0,195.0,0.0,0.0,98.84
2023-06-12,East,Mountainous,Substation,Emergency_Repair,220,Snow,0.17575355002028864,1691.0,11.0,661.0,0.0,9.0,301.66
2023-06-13,North,Coastal,Substation,Maintenance,220,Rainy,1.7372234111790932,456.0,13.0,666.0,0.0,0.0,101.41
2023-06-13,Central,Urban,Substation,Maintenance,220,Snow,1.991625443468241,207.0,10.0,479.0,0.0,1.0,102.58
2023-06-13,South,Coastal,Transmission_Line,Maintenance,132,Clear,92.70482580759464,20537.0,2.0,998.0,0.0,0.0,729.48
2023-06-13,North,Rural,Transmission_Line,Maintenance,400,Snow,86.76317305125649,31663.0,2.0,1770.0,0.0,0.0,2172.65
2023-06-14,West,Mountainous,Transmission_Line,Maintenance,400,Clear,99.29702882865641,36587.0,2.0,2226.0,0.0,0.0,2698.05
2023-06-14,East,Coastal,Transmission_Line,New_Installation,66,Clear,91.2418010376142,348305.0,269.0,2919.0,0.0,0.0,7013.97
2023-06-14,North,Rural,Transmission_Line,Maintenance,66,Storm,70.39492397061514,13029.0,2.0,409.0,0.0,0.0,375.45
2023-06-15,North,Urban,Transmission_Line,System_Upgrade,400,Snow,20.84188163335593,136876.0,68.0,2758.0,0.0,0.0,12780.14
2023-06-15,Central,Coastal,Transmission_Line,Maintenance,33,Storm,19.853261717002443,3095.0,0.0,81.0,0.0,0.0,47.97
2023-06-15,Central,Mountainous,Substation,System_Upgrade,400,Snow,0.19268151847037016,988.0,14.0,717.0,3.0,9.0,326.68
2023-06-15,Central,Coastal,Substation,New_Installation,132,Clear,0.8824786476564711,4375.0,7.0,1051.0,2.0,9.0,903.59
2023-06-16,West,Rural,Transmission_Line,New_Installation,66,Snow,81.83828732355035,276160.0,249.0,2192.0,0.0,0.0,8423.58
2023-06-16,Central,Mountainous,Transmission_Line,Maintenance,66,Storm,51.57811475589649,8869.0,1.0,257.0,0.0,0.0,208.48
2023-06-16,North,Coastal,Transmission_Line,Maintenance,66,Heatwave,39.800562042600326,6695.0,1.0,205.0,0.0,0.0,175.36
2023-06-16,Central,Urban,Transmission_Line,Maintenance,400,Storm,15.377407098881227,5520.0,0.0,315.0,0.0,0.0,402.3
2023-06-16,South,Mountainous,Substation,Emergency_Repair,66,Heatwave,0.19833128727211752,883.0,16.0,639.0,0.0,7.0,580.2
2023-06-16,Central,Urban,Transmission_Line,Emergency_Repair,66,Rainy,42.92201862524269,16070.0,1.0,114.0,0.0,0.0,351.75
2023-06-17,West,Rural,Transmission_Line,System_Upgrade,400,Storm,14.49291111745458,95676.0,42.0,1587.0,0.0,0.0,8010.08
2023-06-17,South,Coastal,Transmission_Line,Maintenance,33,Snow,14.837076410108365,2402.0,0.0,62.0,0.0,0.0,32.13
2023-06-17,North,Urban,Transmission_Line,Maintenance,66,Heatwave,42.55810037221139,7476.0,1.0,264.0,0.0,0.0,225.35
2023-06-17,North,Rural,Transmission_Line,Maintenance,66,Snow,52.77012836775803,10574.0,1.0,272.0,0.0,0.0,282.58
2023-06-17,East,Coastal,Transmission_Line,New_Installation,66,Heatwave,22.73487426257893,81594.0,63.0,560.0,0.0,0.0,2425.88
2023-06-17,South,Rural,Substation,Maintenance,132,Storm,1.4008078038948302,217.0,5.0,290.0,0.0,1.0,76.88
2023-06-17,East,Urban,Substation,Maintenance,400,Storm,0.8955148012973406,359.0,19.0,1058.0,0.0,0.0,26.87
2023-06-17,South,Rural,Transmission_Line,Maintenance,66,Snow,13.732641085178026,2679.0,0.0,59.0,0.0,0.0,63.53
2023-06-17,South,Mountainous,Transmission_Line,New_Installation,132,Storm,65.51824183345795,302163.0,193.0,3029.0,0.0,0.0,11426.19
2023-06-18,West,Coastal,Substation,New_Installation,33,Snow,0.7781951555207637,2823.0,13.0,322.0,2.0,5.0,316.15
2023-06-18,East,Rural,Transmission_Line,Maintenance,33,Clear,9.970540322245292,1702.0,0.0,30.0,0.0,0.0,21.27
2023-06-19,West,Urban,Transmission_Line,Maintenance,132,Heatwave,95.05825006838326,22378.0,3.0,888.0,0.0,0.0,947.58
2023-06-19,South,Coastal,Transmission_Line,Emergency_Repair,33,Snow,59.263710925038616,21201.0,0.0,121.0,0.0,0.0,265.46
2023-06-19,North,Mountainous,Substation,Maintenance,220,Heatwave,1.0076687011582108,282.0,17.0,704.0,0.0,0.0,47.39
2023-06-19,South,Coastal,Transmission_Line,New_Installation,33,Clear,86.6180525111143,320367.0,278.0,1368.0,0.0,0.0,4044.06
2023-06-20,West,Mountainous,Transmission_Line,Maintenance,220,Heatwave,93.99034078480386,24779.0,2.0,1305.0,0.0,0.0,1688.02
2023-06-20,East,Coastal,Transmission_Line,New_Installation,132,Snow,25.930577475790077,109181.0,71.0,1201.0,0.0,0.0,5160.38
2023-06-20,East,Rural,Transmission_Line,System_Upgrade,220,Storm,81.96372765912758,405336.0,232.0,5788.0,0.0,0.0,27084.64
2023-06-20,West,Rural,Substation,Emergency_Repair,33,Heatwave,1.6790518608711038,1373.0,20.0,578.0,0.0,2.0,189.96
2023-06-20,East,Urban,Transmission_Line,Maintenance,66,Heatwave,10.168265494371905,1761.0,0.0,57.0,0.0,0.0,54.68
2023-06-20,Central,Mountainous,Substation,Maintenance,220,Clear,1.4526938188387182,430.0,13.0,414.0,0.0,0.0,33.16
2023-06-21,North,Urban,Substation,System_Upgrade,33,Rainy,0.21963897541919633,848.0,7.0,749.0,3.0,2.0,697.12
2023-06-21,North,Rural,Transmission_Line,Maintenance,66,Storm,61.493958407040566,11542.0,1.0,364.0,0.0,0.0,297.58
2023-06-21,North,Mountainous,Transmission_Line,System_Upgrade,132,Snow,68.57749382817403,269383.0,209.0,3500.0,0.0,0.0,11433.57
2023-06-22,East,Urban,Transmission_Line,Maintenance,132,Clear,39.87057539334213,8027.0,1.0,416.0,0.0,0.0,381.36
2023-06-22,East,Urban,Substation,Maintenance,400,Snow,1.7734962436495503,417.0,14.0,1057.0,0.0,0.0,94.96
2023-06-22,South,Urban,Transmission_Line,Emergency_Repair,132,Snow,81.04861216190987,36920.0,1.0,335.0,0.0,0.0,1181.42
2023-06-22,South,Urban,Transmission_Line,Maintenance,400,Heatwave,92.96617279403264,34387.0,3.0,2117.0,0.0,0.0,2490.6
2023-06-22,North,Urban,Transmission_Line,Maintenance,132,Clear,34.91450502994327,7037.0,1.0,289.0,0.0,0.0,376.37
2023-06-23,Central,Mountainous,Transmission_Line,Maintenance,132,Clear,7.045141005872033,1432.0,0.0,66.0,0.0,0.0,59.48
2023-06-23,South,Urban,Transmission_Line,Maintenance,132,Storm,82.08882036476744,17722.0,2.0,741.0,0.0,0.0,860.06
2023-06-23,South,Mountainous,Transmission_Line,Emergency_Repair,400,Rainy,26.18284881966187,18884.0,0.0,283.0,0.0,0.0,1333.15
2023-06-24,East,Urban,Substation,Maintenance,400,Snow,0.9875964770774056,52.0,13.0,498.0,0.0,1.0,18.95
2023-06-24,Central,Rural,Substation,Maintenance,220,Storm,1.6529102265416584,425.0,11.0,196.0,0.0,1.0,56.65
2023-06-24,North,Rural,Substation,System_Upgrade,33,Storm,0.5106568394830524,2562.0,11.0,203.0,2.0,5.0,458.95
2023-06-24,South,Urban,Transmission_Line,Maintenance,33,Snow,34.631332464700755,5650.0,1.0,140.0,0.0,0.0,75.21
2023-06-24,Central,Coastal,Transmission_Line,Maintenance,33,Heatwave,46.71259870208996,8371.0,1.0,183.0,0.0,0.0,103.69
2023-06-24,Central,Rural,Transmission_Line,Emergency_Repair,132,Heatwave,30.823360765716895,13750.0,0.0,154.0,0.0,0.0,624.87
2023-06-25,North,Mountainous,Substation,System_Upgrade,33,Snow,0.9765107037053743,2060.0,12.0,1072.0,3.0,2.0,113.4
2023-06-25,Central,Urban,Substation,Maintenance,400,Clear,0.1182336245396007,402.0,9.0,333.0,0.0,1.0,52.6
2023-06-25,Central,Mountainous,Substation,Maintenance,220,Rainy,0.5031571482275218,401.0,10.0,515.0,0.0,0.0,24.15
2023-06-25,Central,Coastal,Substation,System_Upgrade,66,Heatwave,1.6818513833596536,1975.0,5.0,736.0,1.0,5.0,555.01
2023-06-25,South,Urban,Transmission_Line,System_Upgrade,220,Rainy,44.28078605873507,241614.0,144.0,2548.0,0.0,0.0,14576.16
2023-06-25,North,Rural,Transmission_Line,Emergency_Repair,33,Storm,65.45854793548426,21313.0,1.0,114.0,0.0,0.0,303.06
2023-06-25,Central,Mountainous,Transmission_Line,Maintenance,33,Storm,27.067353125376528,4188.0,0.0,96.0,0.0,0.0,61.93
2023-06-26,Central,Rural,Transmission_Line,Maintenance,400,Snow,66.73847312262328,21321.0,1.0,1703.0,0.0,0.0,2028.04
2023-06-26,South,Rural,Transmission_Line,Maintenance,220,Snow,99.9975174263944,23637.0,3.0,1226.0,0.0,0.0,1551.41
2023-06-26,North,Urban,Transmission_Line,System_Upgrade,400,Snow,61.55232574269647,430005.0,178.0,7330.0,0.0,0.0,34694.05
2023-06-26,East,Mountainous,Substation,System_Upgrade,400,Heatwave,1.2938812690196269,3915.0,9.0,459.0,1.0,4.0,770.61
2023-06-27,South,Coastal,Transmission_Line,New_Installation,66,Rainy,15.594383323889762,61297.0,46.0,469.0,0.0,0.0,1478.57
2023-06-27,North,Rural,Transmission_Line,Maintenance,400,Storm,43.32123980826854,13466.0,1.0,884.0,0.0,0.0,1075.45
2023-06-27,Central,Urban,Transmission_Line,Maintenance,400,Rainy,86.76886535587451,31591.0,2.0,1950.0,0.0,0.0,2711.91
2023-06-27,North,Urban,Substation,System_Upgrade,66,Heatwave,1.6851167499508313,3619.0,13.0,698.0,3.0,5.0,776.8
2023-06-27,North,Coastal,Substation,Maintenance,132,Rainy,1.0925583096865117,280.0,12.0,758.0,0.0,0.0,67.54
2023-06-27,North,Urban,Substation,Maintenance,132,Rainy,1.8165628845017678,377.0,8.0,870.0,0.0,1.0,49.07
2023-06-27,East,Rural,Transmission_Line,New_Installation,66,Snow,18.579016729543213,62471.0,57.0,479.0,0.0,0.0,1645.5
2023-06-28,North,Urban,Transmission_Line,Maintenance,400,Rainy,67.52799344284489,24580.0,2.0,1887.0,0.0,0.0,2060.32
2023-06-28,East,Mountainous,Transmission_Line,New_Installation,33,Rainy,28.643939767708563,102141.0,87.0,497.0,0.0,0.0,1058.44
2023-06-28,Central,Mountainous,Transmission_Line,System_Upgrade,220,Rainy,66.32833348499747,309694.0,180.0,4945.0,0.0,0.0,18491.37
2023-06-28,East,Rural,Substation,Emergency_Repair,33,Clear,0.26605940929987204,3508.0,19.0,1070.0,0.0,3.0,657.24
2023-06-29,Central,Mountainous,Transmission_Line,Maintenance,33,Storm,94.64286403496918,17311.0,2.0,286.0,0.0,0.0,217.98
2023-06-29,Central,Coastal,Transmission_Line,Maintenance,400,Storm,79.7015437610968,29221.0,2.0,1900.0,0.0,0.0,1747.6
2023-06-29,East,Urban,Transmission_Line,System_Upgrade,220,Rainy,24.091348665109624,136586.0,76.0,1433.0,0.0,0.0,8623.78
2023-06-29,South,Rural,Transmission_Line,Maintenance,220,Snow,65.54127401434354,15551.0,1.0,680.0,0.0,0.0,918.22
2023-06-29,West,Coastal,Substation,Maintenance,132,Snow,1.5423767170211953,143.0,15.0,407.0,0.0,1.0,57.82
2023-06-29,North,Urban,Substation,System_Upgrade,66,Snow,0.4979470614757857,2909.0,7.0,542.0,2.0,5.0,468.54
2023-06-30,West,Coastal,Transmission_Line,System_Upgrade,400,Storm,13.866379232827825,103726.0,45.0,1637.0,0.0,0.0,7740.3
2023-06-30,North,Rural,Transmission_Line,System_Upgrade,220,Heatwave,38.41907777909148,194831.0,111.0,2890.0,0.0,0.0,9408.02
2023-07-01,North,Rural,Transmission_Line,New_Installation,400,Rainy,17.89666241354704,120520.0,49.0,2283.0,0.0,0.0,8568.71
2023-07-01,Central,Coastal,Transmission_Line,New_Installation,132,Storm,58.742611984901785,274555.0,171.0,3084.0,0.0,0.0,12631.57
2023-07-01,North,Urban,Transmission_Line,New_Installation,33,Snow,45.29091640947443,162818.0,139.0,701.0,0.0,0.0,2391.14
2023-07-01,North,Mountainous,Transmission_Line,Maintenance,220,Storm,48.93031211958602,13340.0,1.0,608.0,0.0,0.0,607.03
2023-07-02,East,Mountainous,Transmission_Line,Emergency_Repair,132,Storm,56.5720303474147,22219.0,0.0,283.0,0.0,0.0,1082.08
2023-07-02,West,Coastal,Transmission_Line,Maintenance,400,Storm,98.29495386454714,35616.0,2.0,2516.0,0.0,0.0,2787.53
2023-07-02,East,Rural,Substation,Emergency_Repair,132,Snow,1.606007766162107,2148.0,20.0,583.0,0.0,7.0,1044.26
2023-07-02,North,Urban,Transmission_Line,Maintenance,132,Heatwave,64.79979202337083,15171.0,2.0,563.0,0.0,0.0,635.64
2023-07-02,Central,Urban,Transmission_Line,Maintenance,132,Clear,39.552033375536936,8486.0,1.0,395.0,0.0,0.0,404.83
